;Unnamed: 0;komentar;label;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
243;244;<username> <username> Yang bikin kesel itu tuduhan titipan, seakan STY mau mempertaruhkan karir dia di piala asia dan CV dia demi menerima titipan pemain, sangat konyol cara berpikir mereka.;positif;  yang bikin kesel itu tuduhan titipan seakan sty mau mempertaruhkan karir dia di piala asia dan cv dia demi menerima titipan pemain sangat konyol cara berpikir mereka;['yang', 'bikin', 'kesel', 'itu', 'tuduhan', 'titipan', 'seakan', 'sty', 'mau', 'mempertaruhkan', 'karir', 'dia', 'di', 'piala', 'asia', 'dan', 'cv', 'dia', 'demi', 'menerima', 'titipan', 'pemain', 'sangat', 'konyol', 'cara', 'berpikir', 'mereka'];['yang', 'bikin', 'kesel', 'itu', 'tuduhan', 'titipan', 'seakan', 'sty', 'mau', 'mempertaruhkan', 'karir', 'dia', 'di', 'piala', 'asia', 'dan', 'cv', 'dia', 'demi', 'menerima', 'titipan', 'pemain', 'sangat', 'konyol', 'cara', 'berpikir', 'mereka'];yang bikin kesel itu tuduhan titipan seakan sty mau mempertaruhkan karir dia di piala asia dan cv dia demi menerima titipan pemain sangat konyol cara berpikir mereka;yang bikin kesel itu tuduhan titipan seakan sty mau mempertaruhkan karir dia di piala asia dan cv dia demi menerima titipan pemain sangat konyol cara berpikir mereka;bikin kesel tuduh titip akan sty mau taruh karir di piala asia cv demi terima titip main sangat konyol cara pikir
244;245;<username> STY ga takut apa sama si bos;positif; sty ga takut apa sama si bos;['sty', 'ga', 'takut', 'apa', 'sama', 'si', 'bos'];['sty', 'ga', 'takut', 'apa', 'sama', 'si', 'bos'];sty ga takut apa sama si bos;sty ga takut apa sama si bos;sty ga takut apa sama si bos
245;246;<username> <username> Dan yg masih ga dipahami semua org itu, favouritsm pelatih ke pemain tertentu kayak STY ini sebetulnya lazim (walau pasti bikin heran sendiri) ðŸ˜…  Sekelas Inggris, Brazil pun pernah gitu pelatihnya.;positif;  dan yg masih ga dipahami semua org itu favouritsm pelatih ke pemain tertentu kayak sty ini sebetulnya lazim walau pasti bikin heran sendiri sekelas inggris brazil pun pernah gitu pelatihnya;['dan', 'yg', 'masih', 'ga', 'dipahami', 'semua', 'org', 'itu', 'favouritsm', 'pelatih', 'ke', 'pemain', 'tertentu', 'kayak', 'sty', 'ini', 'sebetulnya', 'lazim', 'walau', 'pasti', 'bikin', 'heran', 'sendiri', 'sekelas', 'inggris', 'brazil', 'pun', 'pernah', 'gitu', 'pelatihnya'];['dan', 'yg', 'masih', 'ga', 'dipahami', 'semua', 'org', 'itu', 'favouritsm', 'pelatih', 'ke', 'pemain', 'tertentu', 'kayak', 'sty', 'ini', 'sebetulnya', 'lazim', 'walau', 'pasti', 'bikin', 'heran', 'sendiri', 'sekelas', 'inggris', 'brazil', 'pun', 'pernah', 'gitu', 'pelatihnya'];dan yg masih ga dipahami semua org itu favouritsm pelatih ke pemain tertentu kayak sty ini sebetulnya lazim walau pasti bikin heran sendiri sekelas inggris brazil pun pernah gitu pelatihnya;dan yg masih ga dipahami semua org itu favouritsm pelatih ke pemain tertentu kayak sty ini sebetulnya lazim walau pasti bikin heran sendiri sekelas inggris brazil pun pernah gitu pelatihnya;yg ga paham semua org favouritsm latih main tentu kayak sty betul lazim pasti bikin heran sendiri kelas inggris brazil pernah gitu latih
246;247;<username> <username> Wajar sih, formasi andalan sty kan pake 5 bek;positif;  wajar sih formasi andalan sty kan pake   bek;['wajar', 'sih', 'formasi', 'andalan', 'sty', 'kan', 'pake', 'bek'];['wajar', 'sih', 'formasi', 'andalan', 'sty', 'kan', 'pake', 'bek'];wajar sih formasi andalan sty kan pake bek;wajar sih formasi andalan sty kan pake bek;wajar formasi andal sty kan pake bek
247;248;<username> Ngga ada takutÂ²nya STY sama bosnya <username> ya mbah;positif; ngga ada takut nya sty sama bosnya  ya mbah;['ngga', 'ada', 'takut', 'nya', 'sty', 'sama', 'bosnya', 'ya', 'mbah'];['ngga', 'ada', 'takut', 'nya', 'sty', 'sama', 'bosnya', 'ya', 'mbah'];ngga ada takut nya sty sama bosnya ya mbah;ngga ada takut nya sty sama bosnya ya mbah;ngga takut sty sama bos mbah
248;249;<username> <username> Adam alis sama arkhan lumayan, tp dibanding sama pemain tengah lain gimana? Sty bawa banyak pemain belakang, soalnya dari mereka2 bisa jd pemain tengah, maybe gitu ya. Jd ya gak cukup cuma jauh lebih baik dr kemarin dan gak jelak.;positif;  adam alis sama arkhan lumayan tp dibanding sama pemain tengah lain gimana sty bawa banyak pemain belakang soalnya dari mereka bisa jd pemain tengah maybe gitu ya jd ya gak cukup cuma jauh lebih baik dr kemarin dan gak jelak;['adam', 'alis', 'sama', 'arkhan', 'lumayan', 'tp', 'dibanding', 'sama', 'pemain', 'tengah', 'lain', 'gimana', 'sty', 'bawa', 'banyak', 'pemain', 'belakang', 'soalnya', 'dari', 'mereka', 'bisa', 'jd', 'pemain', 'tengah', 'maybe', 'gitu', 'ya', 'jd', 'ya', 'gak', 'cukup', 'cuma', 'jauh', 'lebih', 'baik', 'dr', 'kemarin', 'dan', 'gak', 'jelak'];['adam', 'alis', 'sama', 'arkhan', 'lumayan', 'tp', 'dibanding', 'sama', 'pemain', 'tengah', 'lain', 'gimana', 'sty', 'bawa', 'banyak', 'pemain', 'belakang', 'soalnya', 'dari', 'mereka', 'bisa', 'jd', 'pemain', 'tengah', 'maybe', 'gitu', 'ya', 'jd', 'ya', 'gak', 'cukup', 'cuma', 'jauh', 'lebih', 'baik', 'dr', 'kemarin', 'dan', 'gak', 'jelak'];adam alis sama arkhan lumayan tp dibanding sama pemain tengah lain gimana sty bawa banyak pemain belakang soalnya dari mereka bisa jd pemain tengah maybe gitu ya jd ya gak cukup cuma jauh lebih baik dr kemarin dan gak jelak;adam alis sama arkhan lumayan tp dibanding sama pemain tengah lain gimana sty bawa banyak pemain belakang soalnya dari mereka bisa jd pemain tengah maybe gitu ya jd ya gak cukup cuma jauh lebih baik dr kemarin dan gak jelak;adam alis sama arkhan lumayan tp banding sama main tengah gimana sty bawa banyak main belakang soal mereka jd main tengah maybe gitu jd gak cukup cuma jauh lebih baik dr kemarin gak jelak
249;250;<username> <username> Suka hilang momen adam alis sama strategi sty, keep bola juga terlalu lama shg transisi nya jadi jelek, kualitasnya masih biasa aja sih dibanding gelandang yg sisa;positif;  suka hilang momen adam alis sama strategi sty keep bola juga terlalu lama shg transisi nya jadi jelek kualitasnya masih biasa aja sih dibanding gelandang yg sisa;['suka', 'hilang', 'momen', 'adam', 'alis', 'sama', 'strategi', 'sty', 'keep', 'bola', 'juga', 'terlalu', 'lama', 'shg', 'transisi', 'nya', 'jadi', 'jelek', 'kualitasnya', 'masih', 'biasa', 'aja', 'sih', 'dibanding', 'gelandang', 'yg', 'sisa'];['suka', 'hilang', 'momen', 'adam', 'alis', 'sama', 'strategi', 'sty', 'keep', 'bola', 'juga', 'terlalu', 'lama', 'shg', 'transisi', 'nya', 'jadi', 'jelek', 'kualitasnya', 'masih', 'biasa', 'aja', 'sih', 'dibanding', 'gelandang', 'yg', 'sisa'];suka hilang momen adam alis sama strategi sty keep bola juga terlalu lama shg transisi nya jadi jelek kualitasnya masih biasa aja sih dibanding gelandang yg sisa;suka hilang momen adam alis sama strategi sty keep bola juga terlalu lama shg transisi nya jadi jelek kualitasnya masih biasa aja sih dibanding gelandang yg sisa;suka hilang momen adam alis sama strategi sty keep bola terlalu lama shg transisi jadi jelek kualitas biasa aja banding gelandang sisa
250;251;<username> <username> Striker lokal ada 4 loh yg dibawa STY,sisany yg gk dibawa jauh lebih ampas dari dendy menurut gw;positif;  striker lokal ada   loh yg dibawa sty sisany yg gk dibawa jauh lebih ampas dari dendy menurut gw;['striker', 'lokal', 'ada', 'loh', 'yg', 'dibawa', 'sty', 'sisany', 'yg', 'gk', 'dibawa', 'jauh', 'lebih', 'ampas', 'dari', 'dendy', 'menurut', 'gw'];['striker', 'lokal', 'ada', 'loh', 'yg', 'dibawa', 'sty', 'sisany', 'yg', 'gk', 'dibawa', 'jauh', 'lebih', 'ampas', 'dari', 'dendy', 'menurut', 'gw'];striker lokal ada loh yg dibawa sty sisany yg gk dibawa jauh lebih ampas dari dendy menurut gw;striker lokal ada loh yg dibawa sty sisany yg gk dibawa jauh lebih ampas dari dendy menurut gw;striker lokal loh bawa sty sisany gk bawa jauh lebih ampas dendy gw
251;252;<username> <username> Karna kualitas liga kita emang buruk. Ini fakta.  Pemain lokal kita kebanyakan habis passing melongo dan diam. Ga bisa cari ruang, ga ada pergerakan tanpa bola dan pemahaman bermain yg baik. STY kurasa sampai frustasi disetiap latihan ngingetin habis passing hrus gerak. Wkkwkw;positif;  karna kualitas liga kita emang buruk ini fakta pemain lokal kita kebanyakan habis passing melongo dan diam ga bisa cari ruang ga ada pergerakan tanpa bola dan pemahaman bermain yg baik sty kurasa sampai frustasi disetiap latihan ngingetin habis passing hrus gerak wkkwkw;['karna', 'kualitas', 'liga', 'kita', 'emang', 'buruk', 'ini', 'fakta', 'pemain', 'lokal', 'kita', 'kebanyakan', 'habis', 'passing', 'melongo', 'dan', 'diam', 'ga', 'bisa', 'cari', 'ruang', 'ga', 'ada', 'pergerakan', 'tanpa', 'bola', 'dan', 'pemahaman', 'bermain', 'yg', 'baik', 'sty', 'kurasa', 'sampai', 'frustasi', 'disetiap', 'latihan', 'ngingetin', 'habis', 'passing', 'hrus', 'gerak', 'wkkwkw'];['karna', 'kualitas', 'liga', 'kita', 'emang', 'buruk', 'ini', 'fakta', 'pemain', 'lokal', 'kita', 'kebanyakan', 'habis', 'passing', 'melongo', 'dan', 'diam', 'ga', 'bisa', 'cari', 'ruang', 'ga', 'ada', 'pergerakan', 'tanpa', 'bola', 'dan', 'pemahaman', 'bermain', 'yg', 'baik', 'sty', 'kurasa', 'sampai', 'frustasi', 'disetiap', 'latihan', 'ngingetin', 'habis', 'passing', 'hrus', 'gerak', 'wkkwkw'];karna kualitas liga kita emang buruk ini fakta pemain lokal kita kebanyakan habis passing melongo dan diam ga bisa cari ruang ga ada pergerakan tanpa bola dan pemahaman bermain yg baik sty kurasa sampai frustasi disetiap latihan ngingetin habis passing hrus gerak wkkwkw;karna kualitas liga kita emang buruk ini fakta pemain lokal kita kebanyakan habis passing melongo dan diam ga bisa cari ruang ga ada pergerakan tanpa bola dan pemahaman bermain yg baik sty kurasa sampai frustasi disetiap latihan ngingetin habis passing hrus gerak wkkwkw;karna kualitas liga emang buruk fakta main lokal banyak habis passing longo diam ga cari ruang ga gera bola paham main baik sty rasa frustasi tiap latih ngingetin habis passing hrus gerak wkkwkw
252;253;<username> <username> <username> Di goal lainnya saat timnas dijelbol dia cuman nonton doang saat edo dan hubner pegang bola dibawah. Ga ada inisiatif gerak cari ruang dan minta bola. Padahal dia lowong. Wkwkwkw  Pemain liga satu mayoritas habis passing melongo dan diam ditempat. STY sampai bilang berkali2.;positif;   di goal lainnya saat timnas dijelbol dia cuman nonton doang saat edo dan hubner pegang bola dibawah ga ada inisiatif gerak cari ruang dan minta bola padahal dia lowong wkwkwkw pemain liga satu mayoritas habis passing melongo dan diam ditempat sty sampai bilang berkali;['di', 'goal', 'lainnya', 'saat', 'timnas', 'dijelbol', 'dia', 'cuman', 'nonton', 'doang', 'saat', 'edo', 'dan', 'hubner', 'pegang', 'bola', 'dibawah', 'ga', 'ada', 'inisiatif', 'gerak', 'cari', 'ruang', 'dan', 'minta', 'bola', 'padahal', 'dia', 'lowong', 'wkwkwkw', 'pemain', 'liga', 'satu', 'mayoritas', 'habis', 'passing', 'melongo', 'dan', 'diam', 'ditempat', 'sty', 'sampai', 'bilang', 'berkali'];['di', 'goal', 'lainnya', 'saat', 'timnas', 'dijelbol', 'dia', 'cuman', 'nonton', 'doang', 'saat', 'edo', 'dan', 'hubner', 'pegang', 'bola', 'dibawah', 'ga', 'ada', 'inisiatif', 'gerak', 'cari', 'ruang', 'dan', 'minta', 'bola', 'padahal', 'dia', 'lowong', 'wkwkwkw', 'pemain', 'liga', 'satu', 'mayoritas', 'habis', 'passing', 'melongo', 'dan', 'diam', 'ditempat', 'sty', 'sampai', 'bilang', 'berkali'];di goal lainnya saat timnas dijelbol dia cuman nonton doang saat edo dan hubner pegang bola dibawah ga ada inisiatif gerak cari ruang dan minta bola padahal dia lowong wkwkwkw pemain liga satu mayoritas habis passing melongo dan diam ditempat sty sampai bilang berkali;di goal lainnya saat timnas dijelbol dia cuman nonton doang saat edo dan hubner pegang bola dibawah ga ada inisiatif gerak cari ruang dan minta bola padahal dia lowong wkwkwkw pemain liga satu mayoritas habis passing melongo dan diam ditempat sty sampai bilang berkali;goal lain timnas dijelbol cuman nonton doang edo hubner pegang bola bawah ga inisiatif gerak cari ruang minta bola padahal lowong wkwkwkw main liga satu mayoritas habis passing longo diam tempat sty bilang kali
253;254;<username> <username> Ga mgkin juga, soalnya bek aslinya kalo wahyu di coretkan tinggal 4, cukup riskan kalo juga ngandelin 4 bek murni, apalagi sty sering pake formasi 3 bekðŸ˜…;positif;  ga mgkin juga soalnya bek aslinya kalo wahyu di coretkan tinggal   cukup riskan kalo juga ngandelin   bek murni apalagi sty sering pake formasi   bek;['ga', 'mgkin', 'juga', 'soalnya', 'bek', 'aslinya', 'kalo', 'wahyu', 'di', 'coretkan', 'tinggal', 'cukup', 'riskan', 'kalo', 'juga', 'ngandelin', 'bek', 'murni', 'apalagi', 'sty', 'sering', 'pake', 'formasi', 'bek'];['ga', 'mgkin', 'juga', 'soalnya', 'bek', 'aslinya', 'kalo', 'wahyu', 'di', 'coretkan', 'tinggal', 'cukup', 'riskan', 'kalo', 'juga', 'ngandelin', 'bek', 'murni', 'apalagi', 'sty', 'sering', 'pake', 'formasi', 'bek'];ga mgkin juga soalnya bek aslinya kalo wahyu di coretkan tinggal cukup riskan kalo juga ngandelin bek murni apalagi sty sering pake formasi bek;ga mgkin juga soalnya bek aslinya kalo wahyu di coretkan tinggal cukup riskan kalo juga ngandelin bek murni apalagi sty sering pake formasi bek;ga mgkin soal bek asli kalo wahyu coret tinggal cukup riskan kalo ngandelin bek murni sty sering pake formasi bek
254;255;<username> Bilang aja takut sama tim besutan STY  ðŸ¤­ðŸ¤­;positif; bilang aja takut sama tim besutan sty;['bilang', 'aja', 'takut', 'sama', 'tim', 'besutan', 'sty'];['bilang', 'aja', 'takut', 'sama', 'tim', 'besutan', 'sty'];bilang aja takut sama tim besutan sty;bilang aja takut sama tim besutan sty;bilang aja takut sama tim besut sty
255;256;<username> <username> pelatihnya sty biarkan pilihannya yang sesuai apa yang dia mau, terakhir 2019 ngikutin pilihan netizen timnas ga pernah menang;positif;  pelatihnya sty biarkan pilihannya yang sesuai apa yang dia mau terakhir   ngikutin pilihan netizen timnas ga pernah menang;['pelatihnya', 'sty', 'biarkan', 'pilihannya', 'yang', 'sesuai', 'apa', 'yang', 'dia', 'mau', 'terakhir', 'ngikutin', 'pilihan', 'netizen', 'timnas', 'ga', 'pernah', 'menang'];['pelatihnya', 'sty', 'biarkan', 'pilihannya', 'yang', 'sesuai', 'apa', 'yang', 'dia', 'mau', 'terakhir', 'ngikutin', 'pilihan', 'netizen', 'timnas', 'ga', 'pernah', 'menang'];pelatihnya sty biarkan pilihannya yang sesuai apa yang dia mau terakhir ngikutin pilihan netizen timnas ga pernah menang;pelatihnya sty biarkan pilihannya yang sesuai apa yang dia mau terakhir ngikutin pilihan netizen timnas ga pernah menang;latih sty biar pilih sesuai apa dia mau akhir ngikutin pilih netizen timnas ga pernah menang
256;257;<username> <username> buat kita sih ga paham kana ga berlisensi, sty kan lisensi nya afc pro. jd wajar;positif;  buat kita sih ga paham kana ga berlisensi sty kan lisensi nya afc pro jd wajar;['buat', 'kita', 'sih', 'ga', 'paham', 'kana', 'ga', 'berlisensi', 'sty', 'kan', 'lisensi', 'nya', 'afc', 'pro', 'jd', 'wajar'];['buat', 'kita', 'sih', 'ga', 'paham', 'kana', 'ga', 'berlisensi', 'sty', 'kan', 'lisensi', 'nya', 'afc', 'pro', 'jd', 'wajar'];buat kita sih ga paham kana ga berlisensi sty kan lisensi nya afc pro jd wajar;buat kita sih ga paham kana ga berlisensi sty kan lisensi nya afc pro jd wajar;buat sih ga paham kana ga lisensi sty kan lisensi afc pro jd wajar
257;258;<username> <username> Lagi pula jarang bgt itu STY pakai 4-4-2 kayanya dia cma coba2 taktik aja, taktik pakemnya dia di timnas indo ya pakai 3 bek, semoga sih bnr ya lawan libya ini cma ajang coba2 pemain, taktik &amp  tes fisik aja, so kita tunggu aja nanti di piala asia ajang sebenarny;positif;  lagi pula jarang bgt itu sty pakai       kayanya dia cma coba taktik aja taktik pakemnya dia di timnas indo ya pakai   bek semoga sih bnr ya lawan libya ini cma ajang coba pemain taktik amp tes fisik aja so kita tunggu aja nanti di piala asia ajang sebenarny;['lagi', 'pula', 'jarang', 'bgt', 'itu', 'sty', 'pakai', 'kayanya', 'dia', 'cma', 'coba', 'taktik', 'aja', 'taktik', 'pakemnya', 'dia', 'di', 'timnas', 'indo', 'ya', 'pakai', 'bek', 'semoga', 'sih', 'bnr', 'ya', 'lawan', 'libya', 'ini', 'cma', 'ajang', 'coba', 'pemain', 'taktik', 'amp', 'tes', 'fisik', 'aja', 'so', 'kita', 'tunggu', 'aja', 'nanti', 'di', 'piala', 'asia', 'ajang', 'sebenarny'];['lagi', 'pula', 'jarang', 'bgt', 'itu', 'sty', 'pakai', 'kayanya', 'dia', 'cma', 'coba', 'taktik', 'aja', 'taktik', 'pakemnya', 'dia', 'di', 'timnas', 'indo', 'ya', 'pakai', 'bek', 'semoga', 'sih', 'bnr', 'ya', 'lawan', 'libya', 'ini', 'cma', 'ajang', 'coba', 'pemain', 'taktik', 'amp', 'tes', 'fisik', 'aja', 'so', 'kita', 'tunggu', 'aja', 'nanti', 'di', 'piala', 'asia', 'ajang', 'sebenarny'];lagi pula jarang bgt itu sty pakai kayanya dia cma coba taktik aja taktik pakemnya dia di timnas indo ya pakai bek semoga sih bnr ya lawan libya ini cma ajang coba pemain taktik amp tes fisik aja so kita tunggu aja nanti di piala asia ajang sebenarny;lagi pula jarang bgt itu sty pakai kayanya dia cma coba taktik aja taktik pakemnya dia di timnas indo ya pakai bek semoga sih bnr ya lawan libya ini cma ajang coba pemain taktik amp tes fisik aja so kita tunggu aja nanti di piala asia ajang sebenarny;pula jarang bgt sty pakai kaya cma coba taktik aja taktik pakem di timnas indo pakai bek moga bnr lawan libya cma ajang coba main taktik amp tes fisik aja so tunggu aja di piala asia ajang sebenarny
258;259;<username> Di Wolves biasa main 3 bek, kemarin 4 bek. Tp kemungkinan STY bakal pake formasi 3 bek lg di laga berikutnya. Mungkin kmrn krn beneran baru gabung aja, jd blm dpt instruksi/arahan detail.;positif; di wolves biasa main   bek kemarin   bek tp kemungkinan sty bakal pake formasi   bek lg di laga berikutnya mungkin kmrn krn beneran baru gabung aja jd blm dpt instruksiarahan detail;['di', 'wolves', 'biasa', 'main', 'bek', 'kemarin', 'bek', 'tp', 'kemungkinan', 'sty', 'bakal', 'pake', 'formasi', 'bek', 'lg', 'di', 'laga', 'berikutnya', 'mungkin', 'kmrn', 'krn', 'beneran', 'baru', 'gabung', 'aja', 'jd', 'blm', 'dpt', 'instruksiarahan', 'detail'];['di', 'wolves', 'biasa', 'main', 'bek', 'kemarin', 'bek', 'tp', 'kemungkinan', 'sty', 'bakal', 'pake', 'formasi', 'bek', 'lg', 'di', 'laga', 'berikutnya', 'mungkin', 'kmrn', 'krn', 'beneran', 'baru', 'gabung', 'aja', 'jd', 'blm', 'dpt', 'instruksiarahan', 'detail'];di wolves biasa main bek kemarin bek tp kemungkinan sty bakal pake formasi bek lg di laga berikutnya mungkin kmrn krn beneran baru gabung aja jd blm dpt instruksiarahan detail;di wolves biasa main bek kemarin bek tp kemungkinan sty bakal pake formasi bek lg di laga berikutnya mungkin kmrn krn beneran baru gabung aja jd blm dpt instruksiarahan detail;wolves biasa main bek kemarin bek tp mungkin sty bakal pake formasi bek lg laga ikut mungkin kmrn krn beneran baru gabung aja jd blm dpt instruksiarahan detail
259;260;<username> 1. STY jelasin klo match kmrn cuma mau cek kondisi fisik pemain. Bahkan Witan aja dimainin jd bek kanan.  2. Pematangan taktik dimulai tgl 5 (vs Libya) &amp  9 (vs Iran). Formasi besok bakal beda sm yg kemarin.;positif;   sty jelasin klo match kmrn cuma mau cek kondisi fisik pemain bahkan witan aja dimainin jd bek kanan   pematangan taktik dimulai tgl   vs libya amp   vs iran formasi besok bakal beda sm yg kemarin;['sty', 'jelasin', 'klo', 'match', 'kmrn', 'cuma', 'mau', 'cek', 'kondisi', 'fisik', 'pemain', 'bahkan', 'witan', 'aja', 'dimainin', 'jd', 'bek', 'kanan', 'pematangan', 'taktik', 'dimulai', 'tgl', 'vs', 'libya', 'amp', 'vs', 'iran', 'formasi', 'besok', 'bakal', 'beda', 'sm', 'yg', 'kemarin'];['sty', 'jelasin', 'klo', 'match', 'kmrn', 'cuma', 'mau', 'cek', 'kondisi', 'fisik', 'pemain', 'bahkan', 'witan', 'aja', 'dimainin', 'jd', 'bek', 'kanan', 'pematangan', 'taktik', 'dimulai', 'tgl', 'vs', 'libya', 'amp', 'vs', 'iran', 'formasi', 'besok', 'bakal', 'beda', 'sm', 'yg', 'kemarin'];sty jelasin klo match kmrn cuma mau cek kondisi fisik pemain bahkan witan aja dimainin jd bek kanan pematangan taktik dimulai tgl vs libya amp vs iran formasi besok bakal beda sm yg kemarin;sty jelasin klo match kmrn cuma mau cek kondisi fisik pemain bahkan witan aja dimainin jd bek kanan pematangan taktik dimulai tgl vs libya amp vs iran formasi besok bakal beda sm yg kemarin;sty jelasin klo match kmrn cuma mau cek kondisi fisik main bahkan witan aja dimainin jd bek kanan pematang taktik mulai tgl vs libya amp vs iran formasi besok bakal beda sm kemarin
260;261;<username> konsep sistem bermain masih sama, eksekusinya yg salah, statement sty bahwa match kemarin untuk match fitness saja,maka mari kita liat 2nd match vs libya apakah ada perubahan atau tidak, analisa main timnas oleh <username> juga menarik saat lawan libya kemarin.;positif; konsep sistem bermain masih sama eksekusinya yg salah statement sty bahwa match kemarin untuk match fitness saja maka mari kita liat  nd match vs libya apakah ada perubahan atau tidak analisa main timnas oleh  juga menarik saat lawan libya kemarin;['konsep', 'sistem', 'bermain', 'masih', 'sama', 'eksekusinya', 'yg', 'salah', 'statement', 'sty', 'bahwa', 'match', 'kemarin', 'untuk', 'match', 'fitness', 'saja', 'maka', 'mari', 'kita', 'liat', 'nd', 'match', 'vs', 'libya', 'apakah', 'ada', 'perubahan', 'atau', 'tidak', 'analisa', 'main', 'timnas', 'oleh', 'juga', 'menarik', 'saat', 'lawan', 'libya', 'kemarin'];['konsep', 'sistem', 'bermain', 'masih', 'sama', 'eksekusinya', 'yg', 'salah', 'statement', 'sty', 'bahwa', 'match', 'kemarin', 'untuk', 'match', 'fitness', 'saja', 'maka', 'mari', 'kita', 'liat', 'nd', 'match', 'vs', 'libya', 'apakah', 'ada', 'perubahan', 'atau', 'tidak', 'analisa', 'main', 'timnas', 'oleh', 'juga', 'menarik', 'saat', 'lawan', 'libya', 'kemarin'];konsep sistem bermain masih sama eksekusinya yg salah statement sty bahwa match kemarin untuk match fitness saja maka mari kita liat nd match vs libya apakah ada perubahan atau tidak analisa main timnas oleh juga menarik saat lawan libya kemarin;konsep sistem bermain masih sama eksekusinya yg salah statement sty bahwa match kemarin untuk match fitness saja maka mari kita liat nd match vs libya apakah ada perubahan atau tidak analisa main timnas oleh juga menarik saat lawan libya kemarin;konsep sistem main sama eksekusi salah statement sty match kemarin match fitness maka kita liat nd match vs libya ada ubah tidak analisa main timnas juga tarik lawan libya kemarin
261;262;<username> <username> Fisik: Mengganti pemain di awal babak kedua dan menit 60 itu sudah jadi signature STY ðŸ¤£ðŸ¤£  Taktik: ga yakin STY berani memakai taktik ini lawan Jepang dan Irak.;positif;  fisik mengganti pemain di awal babak kedua dan menit   itu sudah jadi signature sty taktik ga yakin sty berani memakai taktik ini lawan jepang dan irak;['fisik', 'mengganti', 'pemain', 'di', 'awal', 'babak', 'kedua', 'dan', 'menit', 'itu', 'sudah', 'jadi', 'signature', 'sty', 'taktik', 'ga', 'yakin', 'sty', 'berani', 'memakai', 'taktik', 'ini', 'lawan', 'jepang', 'dan', 'irak'];['fisik', 'mengganti', 'pemain', 'di', 'awal', 'babak', 'kedua', 'dan', 'menit', 'itu', 'sudah', 'jadi', 'signature', 'sty', 'taktik', 'ga', 'yakin', 'sty', 'berani', 'memakai', 'taktik', 'ini', 'lawan', 'jepang', 'dan', 'irak'];fisik mengganti pemain di awal babak kedua dan menit itu sudah jadi signature sty taktik ga yakin sty berani memakai taktik ini lawan jepang dan irak;fisik mengganti pemain di awal babak kedua dan menit itu sudah jadi signature sty taktik ga yakin sty berani memakai taktik ini lawan jepang dan irak;fisik ganti main awal babak dua menit sudah jadi signature sty taktik ga yakin sty berani pakai taktik lawan jepang irak
262;263;Jangan begitu ah, dia pemain bagus lho sebenernya.  Cuma kemarin gua baca di mana gitu bahwa Justin Hubner bilang kemarin keSUlitan karena baru gabung dan metode/sistem dan posisi baru di Timnas yg asing baginya.  Pertanyaannya: - Kenapa STY yg harusnya dah tau kebutuhan pemain,â€¦;positif;jangan begitu ah dia pemain bagus lho sebenernya cuma kemarin gua baca di mana gitu bahwa justin hubner bilang kemarin kesulitan karena baru gabung dan metodesistem dan posisi baru di timnas yg asing baginya pertanyaannya kenapa sty yg harusnya dah tau kebutuhan pemain;['jangan', 'begitu', 'ah', 'dia', 'pemain', 'bagus', 'lho', 'sebenernya', 'cuma', 'kemarin', 'gua', 'baca', 'di', 'mana', 'gitu', 'bahwa', 'justin', 'hubner', 'bilang', 'kemarin', 'kesulitan', 'karena', 'baru', 'gabung', 'dan', 'metodesistem', 'dan', 'posisi', 'baru', 'di', 'timnas', 'yg', 'asing', 'baginya', 'pertanyaannya', 'kenapa', 'sty', 'yg', 'harusnya', 'dah', 'tau', 'kebutuhan', 'pemain'];['jangan', 'begitu', 'ah', 'dia', 'pemain', 'bagus', 'lho', 'sebenernya', 'cuma', 'kemarin', 'gua', 'baca', 'di', 'mana', 'gitu', 'bahwa', 'justin', 'hubner', 'bilang', 'kemarin', 'kesulitan', 'karena', 'baru', 'gabung', 'dan', 'metodesistem', 'dan', 'posisi', 'baru', 'di', 'timnas', 'yg', 'asing', 'baginya', 'pertanyaannya', 'kenapa', 'sty', 'yg', 'harusnya', 'dah', 'tau', 'kebutuhan', 'pemain'];jangan begitu ah dia pemain bagus lho sebenernya cuma kemarin gua baca di mana gitu bahwa justin hubner bilang kemarin kesulitan karena baru gabung dan metodesistem dan posisi baru di timnas yg asing baginya pertanyaannya kenapa sty yg harusnya dah tau kebutuhan pemain;jangan begitu ah dia pemain bagus lho sebenernya cuma kemarin gua baca di mana gitu bahwa justin hubner bilang kemarin kesulitan karena baru gabung dan metodesistem dan posisi baru di timnas yg asing baginya pertanyaannya kenapa sty yg harusnya dah tau kebutuhan pemain;jangan ah main bagus lho sebenernya cuma kemarin gua baca mana gitu justin hubner bilang kemarin sulit baru gabung metodesistem posisi baru timnas asing bagi tanya sty harus dah tau butuh main
