;komentar;label;step01
206;pilihan 26 pemain yang sudah dikunci STY keknya udah benarÂ² pilihan sesuai taktik pelatih dan pakemnya. semoga gacor di piala asia;positif;pilihan   pemain yang sudah dikunci sty keknya udah benar pilihan sesuai taktik pelatih dan pakemnya semoga gacor di piala asia
207;<username> hutajua sasaðŸ˜‚;positif; hutajua sasa
208;<username> Kamu tau gak  Kenapa di jalan suka banyak mobil ? Karena aku mobilang suka sama kamu ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°;positif; kamu tau gak kenapa di jalan suka banyak mobil karena aku mobilang suka sama kamu
209;<username> Ini Squad sebagian berari masih bisa main sampai at least 5 tahun kedepan. Kalau ditanya apa yang STY kasih ke Timans Indonesia? Ini legacy pemain muda yang dia kasih, berani potong generasi, jadi kebanyakan walaupun umur masih 23 tapi pemain udah banyak pengalaman.;positif; ini squad sebagian berari masih bisa main sampai at least   tahun kedepan kalau ditanya apa yang sty kasih ke timans indonesia ini legacy pemain muda yang dia kasih berani potong generasi jadi kebanyakan walaupun umur masih   tapi pemain udah banyak pengalaman
210;<username> Grup anti sty tidak senang lihat ini;positif; grup anti sty tidak senang lihat ini
211;<username> <username> Ga ad taktik biasakan nnton atau baca postingan <username> disitu dijelasin STY itu banyak taktik dan gameplan lunya aja ga paham tolol;positif;  ga ad taktik biasakan nnton atau baca postingan  disitu dijelasin sty itu banyak taktik dan gameplan lunya aja ga paham tolol
212;<username> Rataan pemain yg bagus utk masa depan. Kalopun STY gak bs ngasih apa2, mininal ngasih legacy pemain2 yg siap dr usia muda. Timnas kan biasanya avg nya diatas 25 bahkan 30++ pun msh dipanggil rutin.;positif; rataan pemain yg bagus utk masa depan kalopun sty gak bs ngasih apa mininal ngasih legacy pemain yg siap dr usia muda timnas kan biasanya avg nya diatas   bahkan   pun msh dipanggil rutin
213;<username> Yabagus artinya sty bangun tim ini buat jangka panjang, semoga ga di pecat sty;positif; yabagus a inya sty bangun tim ini buat jangka panjang semoga ga di pecat sty
214;<username> <username> <username> <username> Eh sampah, yg lu ketik benar. Tpi yg difokuskan itu, dr awal di bahas, STY MASIH MAU NGELATIH TIMNAS  , APAPUN SITUASI NYA , BANGSAT.;positif;    eh sampah yg lu ketik benar tpi yg difokuskan itu dr awal di bahas sty masih mau ngelatih timnas apapun situasi nya bangsat
215;<username> Rataan usia.nya cuyy. .ngueriii.. Efek potong 2 generasi kemaren. .memang berani STY.  . Negara dg rataan usai termuda siapa ya ?? Indonesia pasti masuk salah satunya.;positif; rataan usia nya cuyy ngueriii efek potong   generasi kemaren memang berani sty negara dg rataan usai termuda siapa ya indonesia pasti masuk salah satunya
216;<username> Yg StY butuhkan pemain2 naturalisasi..kualitas pemain liga 1 mgkn nggak berlaku..ðŸ™ðŸ¼ðŸ¤”;positif; yg sty butuhkan pemain naturalisasi kualitas pemain liga   mgkn nggak berlaku
217;<username> <username> lah emang mau siapa yang dicoret? Arkhan wajar krn dia masih muda dan masih minim pengalaman dan saingannya terlalu kuat, STY jg pernah bilang Arkhan dipanggil buat proyek masa depan timnas, Adam Alis juga wajar dicotet klemar klemer gabisa lari fisik jelek.;positif;  lah emang mau siapa yang dicoret arkhan wajar krn dia masih muda dan masih minim pengalaman dan saingannya terlalu kuat sty jg pernah bilang arkhan dipanggil buat proyek masa depan timnas adam alis juga wajar dicotet klemar klemer gabisa lari fisik jelek
218;<username> <username> gue percaya ten hag kayak gw percaya STY;positif;  gue percaya ten hag kayak gw percaya sty
219;<username> Request adam alis dikabulkan sty awokwok;positif; request adam alis dikabulkan sty awokwok
220;Apa saatnya aku bikin kpopfication of Timnas ya? Apalagi pelatihnya STY, cuma masih was-was bakalan diperpanjang lagi atau enggak. Soalnya nasibnya ditentuin pas Piala Asia.;positif;apa saatnya aku bikin kpopfication of timnas ya apalagi pelatihnya sty cuma masih was was bakalan diperpanjang lagi atau enggak soalnya nasibnya ditentuin pas piala asia
221;<username> 3-4-1-2 : Ernando, Ridho, Hubner, Baggott, Walsh, Klok, Ivar, Shayne, Marselino, Dimas, Struick  Berharap coach STY pake starting line up ini;positif;         ernando ridho hubner baggott walsh klok ivar shayne marselino dimas struick berharap coach sty pake sta ing line up ini
222;"<username> <username> Dendy secara permainan emang b aja tapi secara statistik gol + jml bermain utk timnas dia lebih baik dari striker di Liga 1 skarang yg pernah di panggil timnas era sty seperti dedik, ezra, yudo, dll Percayain aja sama sty dia tau apa yg dia butuhkan untuk timnyaðŸ‘ŒðŸ»""";positif;  dendy secara permainan emang aja tapi secara statistik gol jml bermain utk timnas dia lebih baik dari striker di liga   skarang yg pernah di panggil timnas era sty sepe i dedik ezra yudo dll percayain aja sama sty dia tau apa yg dia butuhkan untuk timnya
223;<username> <username> <username> Bantu jawab dr POV sy bg. Dendy ini memang ga spesial dlm hal finishing/dribbling sbg striker. Tp dia punya stamina, work rate dan explosive power yg lumayan dibanding yg lain. Cocok dg skema STY yg mana strikernya diharuskan pressing bek atau gelandang lawan. Cont;positif;   bantu jawab dr pov sy bg dendy ini memang ga spesial dlm hal finishingdribbling sbg striker tp dia punya stamina work rate dan power yg lumayan dibanding yg lain cocok dg skema sty yg mana strikernya diharuskan pressing bek atau gelandang lawan cont
224;STY mau explore taktik dan jam terbang pemain. we trust you coach, lesgoo piala Asia kita buktikann;positif;sty mau taktik dan jam terbang pemain we trust you coach lesgoo piala asia kita buktikann
225;<username> Gua paham sih kenapa STY coret mereka berdua. Lini tengah udah kebanyakan pemain, sedangkan untuk lini depan dikit bgt. Adam alis kan dicoret karena mau liburan katanya wkwk nah kalo Arkhan bismillah disimpen buat piala asia u-23;positif; gua paham sih kenapa sty coret mereka berdua lini tengah udah kebanyakan pemain sedangkan untuk lini depan dikit bgt adam alis kan dicoret karena mau liburan katanya wkwk nah kalo arkhan bismillah disimpen buat piala asia  
226;<username> Benerlah. Jangan percaya n terpengaruh sama netizen. Udah ada buktinya kalo timnas dgn pemain pilihan netizen itu bakal ancur. Percaya kpd STY.;positif; benerlah jangan percaya terpengaruh sama netizen udah ada buktinya kalo timnas dgn pemain pilihan netizen itu bakal ancur percaya kpd sty
227;Ini mirip awal coach shin megang timnas...sty berupaya memakai segala taktik walaupun hasil ngk bagus...di match ini jelas coba2...karena ada beberapa pemain baru gabung...ya kita liat aja progress nya..semoga makin gacorðŸ”¥ðŸ”¥;positif;ini mirip awal coach shin megang timnas sty berupaya memakai segala taktik walaupun hasil ngk bagus di match ini jelas coba karena ada beberapa pemain baru gabung ya kita liat aja progress nya semoga makin gacor
228;<username> <username> Itu juga luar biasa banget kalo bisa nahan Iraq, semoga STY &amp  semua pemain berbenah.;positif;  itu juga luar biasa banget kalo bisa nahan iraq semoga sty amp semua pemain berbenah
229;<username> Semoga ada rezeki yg banyak utk sty dan pasukan..ðŸ˜‡;positif; semoga ada rezeki yg banyak utk sty dan pasukan
230;<username> Aku ndak tau tapi udah jelas masuk skema STY. andaikan STY mau jujur...entahlah.;positif; aku ndak tau tapi udah jelas masuk skema sty andaikan sty mau jujur entahlah
231;<username> Hmm kalo diliat current form Adam Alis &gt &gt &gt  Dendy. Mungkin si Dendy punya etos kerja yg disukain STY ðŸ¤”;positif; hmm kalo diliat current form adam alis gt gt gt dendy mungkin si dendy punya etos kerja yg disukain sty
232;<username> Liat scr objektif skuad yg di bawa sty ke qatar, stok lini tengah tipis tapi melimpah sisi sayap. Udh ketebakkan gaya mainnya pasti andelin couter attack sayap;positif; liat scr objektif skuad yg di bawa sty ke qatar stok lini tengah tipis tapi melimpah sisi sayap udh ketebakkan gaya mainnya pasti andelin couter attack sayap
233;Namun secara keseluruhan, saya blm mendakwa STY gagal total.  Barangkali saja apa2 yang tlah dikerjakannya memang akan meledak di Piala Asia.  Mau starting 11 pemain rantau semua, mau kombinasi, terserah dia. Saya, kita hanya menantikan hasilnya. STY memang bagus atau gadang ota.;positif;namun secara keseluruhan saya blm mendakwa sty gagal total barangkali saja apa yang tlah dikerjakannya memang akan meledak di piala asia mau sta ing   pemain rantau semua mau kombinasi terserah dia saya kita hanya menantikan hasilnya sty memang bagus atau gadang ota
234;<username> <username> Sty motong generasi bang, karena tau kebanyakan kualitas pemain 28 tahun keatas kita di bawah rata rata untuk level timnas. pas sty dateng aja masih di ajarin passing yang bener.;positif;  sty motong generasi bang karena tau kebanyakan kualitas pemain   tahun keatas kita di bawah rata rata untuk level timnas pas sty dateng aja masih di ajarin passing yang bener
235;<username> <username> Saya suka data taktik yg diuraikan mimin, ini ya buat anda netizen asal koment dan hujat, buka wawasan dgn mempelajari skema dan strategi coach STY...;positif;  saya suka data taktik yg diuraikan mimin ini ya buat anda netizen asal koment dan hujat buka wawasan dgn mempelajari skema dan strategi coach sty
236;<username> <username> <username> <username> Padahal awal sty dateng udh potong generasi, itu dia kemana aja baru sadar wkwk;positif;    padahal awal sty dateng udh potong generasi itu dia kemana aja baru sadar wkwk
237;<username> <username> Yupp justru dikasih kesempatan sm STY buat latihan bareng pemain senior;positif;  yupp justru dikasih kesempatan sm sty buat latihan bareng pemain senior
238;<username> <username> <username> <username> Jaman Simon : ngikutin request netizen kalah dibully Jaman Sty : Kemauan pelatih dibully juga sm netizen  Wkwkwk;positif;    jaman simon ngikutin request netizen kalah dibully jaman sty kemauan pelatih dibully juga sm netizen wkwkwk
239;<username> Baik banget sty, coret adam alis biar doi bisa liburanðŸ˜‹;positif; baik banget sty coret adam alis biar doi bisa liburan
240;<username> <username> <username> ngapain bahas pemain yg gak dipanggil mas ? sebelum lilipaly gacor juga tetep gak dipilih.. bahkan kalo dipilihpun gak dimainin alias cadangan.. berarti emang dr awal bukan lilipaly pemain yg diminta sty.  terakhir main lawan burundi kan ? lawan argentina aja gak dimainin;positif;   ngapain bahas pemain yg gak dipanggil mas sebelum lilipaly gacor juga tetep gak dipilih bahkan kalo dipilihpun gak dimainin alias cadangan bera i emang dr awal bukan lilipaly pemain yg diminta sty terakhir main lawan burundi kan lawan argentina aja gak dimainin
241;<username> <username> Karena masih muda kayak nya dia. Ntar di Piala Asia U-23, pasti di keep dan jadi starter sih, soalnya dia andalan STY di U-23.;positif;  karena masih muda kayak nya dia ntar di piala asia   pasti di keep dan jadi sta er sih soalnya dia andalan sty di  
242;<username> <username> antara jordi, justin, sandy akan ada yg jadi gelandang.. banyak yg minta dendy/dimas dicoret itu bakalan resiko karna sisa sananta, hoky, rafaeel doang didepan. mungkin posisi mas adam dan arkhan udh ada kambuaya, marcelino, klok, jenner yg lebih sering dipake sty;positif;  antara jordi justin sandy akan ada yg jadi gelandang banyak yg minta dendydimas dicoret itu bakalan resiko karna sisa sananta hoky rafaeel doang didepan mungkin posisi mas adam dan arkhan udh ada kambuaya marcelino klok jenner yg lebih sering dipake sty
243; ;positif;
244;<username> <username> Yang bikin kesel itu tuduhan titipan, seakan STY mau mempertaruhkan karir dia di piala asia dan CV dia demi menerima titipan pemain, sangat konyol cara berpikir mereka.;positif;  yang bikin kesel itu tuduhan titipan seakan sty mau mempe aruhkan karir dia di piala asia dan cv dia demi menerima titipan pemain sangat konyol cara berpikir mereka
245;<username> STY ga takut apa sama si bos;positif; sty ga takut apa sama si bos
246;<username> <username> Dan yg masih ga dipahami semua org itu, favouritsm pelatih ke pemain tertentu kayak STY ini sebetulnya lazim (walau pasti bikin heran sendiri) ðŸ˜…  Sekelas Inggris, Brazil pun pernah gitu pelatihnya.;positif;  dan yg masih ga dipahami semua org itu favouritsm pelatih ke pemain te entu kayak sty ini sebetulnya lazim walau pasti bikin heran sendiri sekelas inggris brazil pun pernah gitu pelatihnya
247;<username> <username> Wajar sih, formasi andalan sty kan pake 5 bek;positif;  wajar sih formasi andalan sty kan pake   bek
248;<username> Ngga ada takutÂ²nya STY sama bosnya <username> ya mbah;positif; ngga ada takut nya sty sama bosnya  ya mbah
249;<username> <username> Adam alis sama arkhan lumayan, tp dibanding sama pemain tengah lain gimana? Sty bawa banyak pemain belakang, soalnya dari mereka2 bisa jd pemain tengah, maybe gitu ya. Jd ya gak cukup cuma jauh lebih baik dr kemarin dan gak jelak.;positif;  adam alis sama arkhan lumayan tp dibanding sama pemain tengah lain gimana sty bawa banyak pemain belakang soalnya dari mereka bisa jd pemain tengah maybe gitu ya jd ya gak cukup cuma jauh lebih baik dr kemarin dan gak jelak
250;<username> <username> Suka hilang momen adam alis sama strategi sty, keep bola juga terlalu lama shg transisi nya jadi jelek, kualitasnya masih biasa aja sih dibanding gelandang yg sisa;positif;  suka hilang momen adam alis sama strategi sty keep bola juga terlalu lama shg transisi nya jadi jelek kualitasnya masih biasa aja sih dibanding gelandang yg sisa
251;<username> <username> Striker lokal ada 4 loh yg dibawa STY,sisany yg gk dibawa jauh lebih ampas dari dendy menurut gw;positif;  striker lokal ada   loh yg dibawa sty sisany yg gk dibawa jauh lebih ampas dari dendy menurut gw
252;<username> <username> Karna kualitas liga kita emang buruk. Ini fakta.  Pemain lokal kita kebanyakan habis passing melongo dan diam. Ga bisa cari ruang, ga ada pergerakan tanpa bola dan pemahaman bermain yg baik. STY kurasa sampai frustasi disetiap latihan ngingetin habis passing hrus gerak. Wkkwkw;positif;  karna kualitas liga kita emang buruk ini fakta pemain lokal kita kebanyakan habis passing melongo dan diam ga bisa cari ruang ga ada pergerakan tanpa bola dan pemahaman bermain yg baik sty kurasa sampai frustasi disetiap latihan ngingetin habis passing hrus gerak wkkwkw
253;<username> <username> <username> Di goal lainnya saat timnas dijelbol dia cuman nonton doang saat edo dan hubner pegang bola dibawah. Ga ada inisiatif gerak cari ruang dan minta bola. Padahal dia lowong. Wkwkwkw  Pemain liga satu mayoritas habis passing melongo dan diam ditempat. STY sampai bilang berkali2.;positif;   di goal lainnya saat timnas dijelbol dia cuman nonton doang saat edo dan hubner pegang bola dibawah ga ada inisiatif gerak cari ruang dan minta bola padahal dia lowong wkwkwkw pemain liga satu mayoritas habis passing melongo dan diam ditempat sty sampai bilang berkali
254;<username> <username> Ga mgkin juga, soalnya bek aslinya kalo wahyu di coretkan tinggal 4, cukup riskan kalo juga ngandelin 4 bek murni, apalagi sty sering pake formasi 3 bekðŸ˜…;positif;  ga mgkin juga soalnya bek aslinya kalo wahyu di coretkan tinggal   cukup riskan kalo juga ngandelin   bek murni apalagi sty sering pake formasi   bek
255;<username> Bilang aja takut sama tim besutan STY  ðŸ¤­ðŸ¤­;positif; bilang aja takut sama tim besutan sty
256;<username> <username> pelatihnya sty biarkan pilihannya yang sesuai apa yang dia mau, terakhir 2019 ngikutin pilihan netizen timnas ga pernah menang;positif;  pelatihnya sty biarkan pilihannya yang sesuai apa yang dia mau terakhir   ngikutin pilihan netizen timnas ga pernah menang
257;<username> <username> buat kita sih ga paham kana ga berlisensi, sty kan lisensi nya afc pro. jd wajar;positif;  buat kita sih ga paham kana ga berlisensi sty kan lisensi nya afc pro jd wajar
258;<username> <username> Lagi pula jarang bgt itu STY pakai 4-4-2 kayanya dia cma coba2 taktik aja, taktik pakemnya dia di timnas indo ya pakai 3 bek, semoga sih bnr ya lawan libya ini cma ajang coba2 pemain, taktik &amp  tes fisik aja, so kita tunggu aja nanti di piala asia ajang sebenarny;positif;  lagi pula jarang bgt itu sty pakai       kayanya dia cma coba taktik aja taktik pakemnya dia di timnas indo ya pakai   bek semoga sih bnr ya lawan libya ini cma ajang coba pemain taktik amp tes fisik aja so kita tunggu aja nanti di piala asia ajang sebenarny
259;<username> Di Wolves biasa main 3 bek, kemarin 4 bek. Tp kemungkinan STY bakal pake formasi 3 bek lg di laga berikutnya. Mungkin kmrn krn beneran baru gabung aja, jd blm dpt instruksi/arahan detail.;positif; di wolves biasa main   bek kemarin   bek tp kemungkinan sty bakal pake formasi   bek lg di laga berikutnya mungkin kmrn krn beneran baru gabung aja jd blm dpt instruksiarahan detail
260;<username> 1. STY jelasin klo match kmrn cuma mau cek kondisi fisik pemain. Bahkan Witan aja dimainin jd bek kanan.  2. Pematangan taktik dimulai tgl 5 (vs Libya) &amp  9 (vs Iran). Formasi besok bakal beda sm yg kemarin.;positif;   sty jelasin klo match kmrn cuma mau cek kondisi fisik pemain bahkan witan aja dimainin jd bek kanan   pematangan taktik dimulai tgl   vs libya amp   vs iran formasi besok bakal beda sm yg kemarin
261;<username> konsep sistem bermain masih sama, eksekusinya yg salah, statement sty bahwa match kemarin untuk match fitness saja,maka mari kita liat 2nd match vs libya apakah ada perubahan atau tidak, analisa main timnas oleh <username> juga menarik saat lawan libya kemarin.;positif; konsep sistem bermain masih sama eksekusinya yg salah statement sty bahwa match kemarin untuk match fitness saja maka mari kita liat  nd match vs libya apakah ada perubahan atau tidak analisa main timnas oleh  juga menarik saat lawan libya kemarin
262;<username> <username> Fisik: Mengganti pemain di awal babak kedua dan menit 60 itu sudah jadi signature STY ðŸ¤£ðŸ¤£  Taktik: ga yakin STY berani memakai taktik ini lawan Jepang dan Irak.;positif;  fisik mengganti pemain di awal babak kedua dan menit   itu sudah jadi signature sty taktik ga yakin sty berani memakai taktik ini lawan jepang dan irak
263;Jangan begitu ah, dia pemain bagus lho sebenernya.  Cuma kemarin gua baca di mana gitu bahwa Justin Hubner bilang kemarin keSUlitan karena baru gabung dan metode/sistem dan posisi baru di Timnas yg asing baginya.  Pertanyaannya: - Kenapa STY yg harusnya dah tau kebutuhan pemain,â€¦;positif;jangan begitu ah dia pemain bagus lho sebenernya cuma kemarin gua baca di mana gitu bahwa justin hubner bilang kemarin kesulitan karena baru gabung dan metodesistem dan posisi baru di timnas yg asing baginya pe anyaannya kenapa sty yg harusnya dah tau kebutuhan pemain
264;<username> Itu bukan salah lo STY  Itu cuma hasil dari program PSSI dan naturalisasi;positif; itu bukan salah lo sty itu cuma hasil dari program pssi dan naturalisasi
265;Pelatih Timnas Indonesia Shin Tae-Yong meminta fans tidak khawatir  Setelah kalah 0-4  coach shin meminta fans untuk tenang, STY beralasan laga uji coba pertama hanya untuk memeriksa kondisi para pemain saja usai menjalani TC di Antalya.  #bersamagaruda #menujupialaasia2023 https://t.co/hupq0KEOEq;positif;pelatih timnas indonesia shin tae yong meminta fans tidak khawatir setelah kalah     coach shin meminta fans untuk tenang sty beralasan laga uji coba pe ama hanya untuk memeriksa kondisi para pemain saja usai menjalani tc di antalya cohupqkeoeq
266;Sofie Imam Faizal (pelatih fisik timnas Indonesia): Standar fisik yg dinginkan STY yaitu pemain mampu beraktivitas fisik dg menempuh jarak 11-13 km selama 2x45 menit, VO2 max harus di atas 60. Untuk saat ini, Asnawi jd pemain dg VO2 max tertinggi di timnas.;positif;sofie imam faizal pelatih fisik timnas indonesia standar fisik yg dinginkan sty yaitu pemain mampu beraktivitas fisik dg menempuh jarak     km selama   menit vo max harus di atas   untuk saat ini asnawi jd pemain dg vo max te inggi di timnas
267;<username> <username> Yap bener setuju!  Mantep nya STY itu ini ya mintak, punya banyak taktik. Semoga sukses di Piala AsiaðŸ™ŒðŸ» Makasih mintakðŸ™ðŸ»;positif;  yap bener setuju mantep nya sty itu ini ya mintak punya banyak taktik semoga sukses di piala asia makasih mintak
268;<username> <username> STY tuh banyak bgt variasi taktiknya. Jadi menurutku sesuai game plan per match nantinya. Haye bisa, Jenner bisa, sekali lagi butuh pemain yg gerak cari ruang. Mau dikasih sekelas De Bruyne kalo ga disupport pemain lain jg bakal percuma. So, ini bukan soal 1-2 org aja.;positif;  sty tuh banyak bgt variasi taktiknya jadi menurutku sesuai game plan per match nantinya haye bisa jenner bisa sekali lagi butuh pemain yg gerak cari ruang mau dikasih sekelas de bruyne kalo ga disuppo  pemain lain jg bakal percuma so ini bukan soal     org aja
269;<username> <username> Kalo STY pengen build up ala De Zerbi butuh pemain tengah yang tenang, punya passing yg bagus, decision yg oke, bisa memfilter serangan lawan juga, atribut itu kayanya ada di Thom Haye ga sih mintak?;positif;  kalo sty pengen build up ala de zerbi butuh pemain tengah yang tenang punya passing yg bagus decision yg oke bisa memfilter serangan lawan juga atribut itu kayanya ada di thom haye ga sih mintak
270;<username> <username> <username> wkt tc d krosia pembentukan awl timnas u20 sty jga pakai 442 sebagai formasi tempaltenya jdi secara cover posisi lebih luas dan yg dituntut fisiknya;positif;   wkt tc krosia pembentukan awl timnas u sty jga pakai   sebagai formasi tempaltenya jdi secara cover posisi lebih luas dan yg dituntut fisiknya
271;<username> <username> <username> dari kebiasaan sty menangani timnas u20 sampai senior ketika tc memang fokus genjot d fisik dulu jadi nggk kaget 442 selalu jdi dasar taktiknya kalau pembuktian pasti tunggu di piala asia;positif;   dari kebiasaan sty menangani timnas u sampai senior ketika tc memang fokus genjot fisik dulu jadi nggk kaget   selalu jdi dasar taktiknya kalau pembuktian pasti tunggu di piala asia
272;<username> <username> Memang sepertinya STY di laga ujicoba ini utk mengetes dan melihat kondisi beberapa pemainnya mengingat ada beberapa pemain yg baru bergabung seperti Jordi Amat yg sebenarnya masih dlm pemulihan cedera pd bahunya dan juga Justin Hubner;positif;  memang sepe inya sty di laga ujicoba ini utk mengetes dan melihat kondisi beberapa pemainnya mengingat ada beberapa pemain yg baru bergabung sepe i jordi amat yg sebenarnya masih dlm pemulihan cedera pd bahunya dan juga justin hubner
273;<username> <username> setuju, kalo mau menghakimi Sty ya nanti di piala Asia, di laga lawan Libya walau masuk FIFA point, Lawan Iran, biarkan aja Sty bereksperimen. Ini yg ga banyak di pahami netizen.;positif;  setuju kalo mau menghakimi sty ya nanti di piala asia di laga lawan libya walau masuk fifa point lawan iran biarkan aja sty bereksperimen ini yg ga banyak di pahami netizen
274;<username> <username> jdi intinya STY maknai match ini training match aja spt pre season awl2 ngasih pemain minute play 45 menit tapi dimaknai serius oleh byk supporter timnas ðŸ¤£;positif;  jdi intinya sty maknai match ini training match aja spt pre season awl ngasih pemain minute play   menit tapi dimaknai serius oleh byk suppo er timnas
275;<username> <username> <username> Ya kalo lu pesimis, ya simpen untuk lu aja, ga usah sebar di sosmed. Untung Sty mental nya ga lemah kayak ente. Menyerah Ama keadaan.;positif;   ya kalo lu pesimis ya simpen untuk lu aja ga usah sebar di sosmed untung sty mental nya ga lemah kayak ente menyerah ama keadaan
276;Utk pressing ini memang salah positif di era STY, ya. Trigger utk press jalan, ada mekanisme utk arahkan bola, lalu ada juga pressing trap spt ini. Intensitasnya pun cukup tinggi. Kalo dikaitkan sama press conference STY, pemain memang diforsir utk press agresif. https://t.co/QogvYJgPJu;positif;utk pressing ini memang salah positif di era sty ya trigger utk press jalan ada mekanisme utk arahkan bola lalu ada juga pressing trap spt ini intensitasnya pun cukup tinggi kalo dikaitkan sama press conference sty pemain memang diforsir utk press agresif coqogvyjgpju
277;[VIDEO TERBARU]  Kalo kata STY, laga ini untuk tes fisik. Jadi ga perlu dikhawatirkan soal skor. Make sense karena STY juga 'memaksa' Witan bermain di bek kanan yg notabene utk match fitness aja. Tp coba kita ulas beberapa problem teknisnya.    #Blibli <username> https://t.co/jmehRX795M;positif;video terbaru kalo kata sty laga ini untuk tes fisik jadi ga perlu dikhawatirkan soal skor make sense karena sty juga memaksa witan bermain di bek kanan yg notabene utk match fitness aja tp coba kita ulas beberapa problem teknisnya  cojmehrxm
278;Pelatih timnas, Shin Tae-yong masih yakin kalau tim nya mengalami perkembangan yang positif, walau menelan hasil mengecewakan dalam uji coba. STY masih memiliki dua kesempatan ujicoba untuk menunjukkan performa tim asuhannya sebelum Piala Asia.  Setuju dengan pendapat STY lob? https://t.co/T9BAyEbnFh;positif;pelatih timnas shin tae yong masih yakin kalau tim nya mengalami perkembangan yang positif walau menelan hasil mengecewakan dalam uji coba sty masih memiliki dua kesempatan ujicoba untuk menunjukkan performa tim asuhannya sebelum piala asia setuju dengan pendapat sty lob cotbayebnfh
279;<username> <username> Karena mental ampas bang. Mental tai kucing, dibacotin sty udh pada kebal;positif;  karena mental ampas bang mental tai kucing dibacotin sty udh pada kebal
280;Bukannya rasis, mau sty dikontrak 1 abad ga masalah buat sy asal ada asisten bule nya <username> <username>;positif;bukannya rasis mau sty dikontrak   abad ga masalah buat sy asal ada asisten bule nya  
281;<username> <username> lebih baik STY kalo dia penggantinya;positif;  lebih baik sty kalo dia penggantinya
282;<username> <username> tapi di timnas korea dulu, para pemain nya juga jebolan liga eropa bang. ga bisa diclaim cocok atau ngga cocok nya sih. lebih ke proses adaptasi pemain itu sendiri dengan skema sty;positif;  tapi di timnas korea dulu para pemain nya juga jebolan liga eropa bang ga bisa diclaim cocok atau ngga cocok nya sih lebih ke proses adaptasi pemain itu sendiri dengan skema sty
283;<username> <username> <username> silahkan cek kesimpulan dari bungcep <username>. Sejauh ini saya setuju dengan beliau. Mari kita lihat statement dari STY yg mengatakan akan serius di Fifa Matchday sesungguhnya melawan Libya Jumat, 5 Januari 2024. #harapanitumasihada;positif;   silahkan cek kesimpulan dari bungcep  sejauh ini saya setuju dengan beliau mari kita lihat statement dari sty yg mengatakan akan serius di fifa matchday sesungguhnya melawan libya jumat   januari  
284;<username> <username> <username> <username> elkan pas debut jg gk bagus, adaptasi emang perlu. sebelum lolos piala asia pun timnas indo trial error di aff. butuh trial error banyak. sty ini emang suka eksperimen.;positif;    elkan pas debut jg gk bagus adaptasi emang perlu sebelum lolos piala asia pun timnas indo trial error di aff butuh trial error banyak sty ini emang suka eksperimen
285;Harusnya pengamat ongkang kaki aja di layar tv  Percaya kinerja sty udah world cup  Masalah sedang diberesin satu persatu  Pemain yg dipilih udah pasti yg terbaik;positif;harusnya pengamat ongkang kaki aja di layar tv percaya kinerja sty udah world cup masalah sedang diberesin satu persatu pemain yg dipilih udah pasti yg terbaik
286;<username> Yah, namanya juga uji coba un. Lagian dari pernyataan coach STY juga pemainnya di rotasi semua. Kita lihat aja 2 pertandingan uji coba ini, apakah masih gak jelas permainannya atau tidak;positif; yah namanya juga uji coba un lagian dari pernyataan coach sty juga pemainnya di rotasi semua kita lihat aja   pe andingan uji coba ini apakah masih gak jelas permainannya atau tidak
287;<username> STY coba2 taktik, mainin pemain bukan di posisinya. Arteta coba2 taktik, mainin pemain bukan di posisinya. Arteta batu = STY batu #cocoklogygoblok;positif; sty coba taktik mainin pemain bukan di posisinya a eta coba taktik mainin pemain bukan di posisinya a eta batu sty batu
288;<username> <username> Mau yg udah ??? Ada sekolah2 dan universitas yang dibangun sendiri oleh pak Prabowo. Atau mau yg paing epic ? Simak kata2 coach STY âœŒï¸ https://t.co/HofHtT2Xov;positif;  mau yg udah ada sekolah dan universitas yang dibangun sendiri oleh pak prabowo atau mau yg paing epic simak kata coach sty cohofhttxov
289;Pengamat Anggap Wajar Coba-coba Formasi STY Saat Lawan Libya https://t.co/OB6FQCytjo;positif;pengamat anggap wajar coba coba formasi sty saat lawan libya coobfqcytjo
290;Nggak usah khawatir ya Jebreeeteam kalo kata Coach STY ðŸ˜  Btw jangan lupa tonton bahasan soal hasil uji coba Indonesia ðŸ‡®ðŸ‡© vs ðŸ‡±ðŸ‡¾ Libya di DPI ntar malem ya! https://t.co/RDndFWJSI4;positif;nggak usah khawatir ya jebreeeteam kalo kata coach sty btw jangan lupa tonton bahasan soal hasil uji coba indonesia vs libya di dpi ntar malem ya cordndfwjsi
291;<username> Kmrn adalah kamuflase STY supaya kekuatan sebenarnya Tidak tampak... Tunggu saatnya... Jepang akan.....;positif; kmrn adalah kamuflase sty supaya kekuatan sebenarnya tidak tampak tunggu saatnya jepang akan
292;<username> Ini salah satu pertimbangan knp STY ga pilih Stefano ya Selain karna defensive action nya kurang, dan role nya di borneo kurang cocok dngn skema yg dimainkan STY;positif; ini salah satu pe imbangan knp sty ga pilih stefano ya selain karna defensive action nya kurang dan role nya di borneo kurang cocok dngn skema yg dimainkan sty
